domain,category_names
berlin.de,travel
falk.de,"business,education"
daskochrezept.de,food and recipes
awg-mode.de,shopping
witt-weiden.de,shopping
panomax.com,"business,education,information-tech"
bergfex.at,"business,education,travel"
bergfex.de,"business,travel"
schauspielervideos.de,"business,education,entertainment"
deutschland-spielt.de,entertainment
palast.berlin,"business,entertainment"
berliner-zeitung.de,news and media
nuechtern-mafo.de,"business,education"
voodoores.co.uk,"business,education"
tv-turm.de,business
intercityhotel.com,travel
reisen-supermarkt.de,travel
phononet.de,business
watchbox.de,entertainment
starsontv.com,"business,entertainment"
crazygames.com,games
free.fr,"business,education,information-tech"
jobrapido.com,"business,job-related"
kompass.com,"business,education"
btru.st,business
mjt.lu,business
slither.io,games
wormax.io,"business,games"
pinterest.fr,"business,education"
hotjar.com,"advertising,business"
geneanet.org,"business,education"
romwe.com,shopping
monetico-services.com,business
centerblog.net,"business,education,entertainment"
shopdoc.de,"business,information-tech"
tamaris.com,education
tophatter.com,"education,shopping"
ukaachen.de,"business,education"
avery.com,business
dm.de,"business,education,shopping"
eatsmarter.de,"business,food and recipes"
rossmann.de,"business,shopping"
uni-bonn.de,"business,education"
xucker.de,"business,shopping"
ebay-kleinanzeigen.de,"business,shopping"
share-online.biz,media-sharing
wohngeld.org,"business,economy and finance,education"
der-oeffentliche-sektor.de,"business,education"
erwinmueller.com,"business,education"
schuhcenter.de,shopping
allyouneed.com,"business,shopping"
amorelie.de,"adult,shopping"
filmstarts.de,entertainment
ikea.de,shopping
urbia.de,education
nfieldmr.com,business
md.de,"business,information-tech,shopping"
weddix.de,"business,shopping"
sgd.de,"business,education"
fernstudiumcheck.de,education
bonprix.de,shopping
mybroadband.co.za,"business,information-tech,news and media"
192.com,"business,education,information-tech"
diyeverywhere.com,education
allrecipes.co.uk,food and recipes
newsner.com,education
calameo.com,"business,education"
linternaute.com,"business,education,entertainment"
perfectgirls.net,adult
trovit.com,business
leetchi.com,business
kueez.com,"education,entertainment"
hosttest.de,"business,information-tech"
gitlab.com,"business,information-tech"
dpa.com,"business,education"
onlinewarnungen.de,"business,information-tech"
erzbistum-koeln.de,"business,education"
devolo.de,"business,information-tech"
gesetze-bayern.de,business
cars247.tv,vehicles
he.net,"business,information-tech"
citkomm.de,"business,education"
documentfoundation.org,"business,education,information-tech"
gayboystube.com,adult
python.org,"business,information-tech"
tvsubtitles.net,entertainment
autobild.de,"business,vehicles"
elvenar.com,"business,education"
heise.de,business
autoplenum.de,"business,vehicles"
merkur.de,"business,education,news and media"
motor-talk.de,"business,vehicles"
rewe.de,"business,shopping"
moviepilot.de,entertainment
elektronik-kompendium.de,"business,education,information-tech"
askubuntu.com,"information-tech,message-boards and forums"
paypal.de,business
uni-mannheim.de,education
123recht.net,"business,education"
br.de,"business,education,news and media"
pcwelt.de,information-tech
grin.com,"business,education"
imgbox.com,"business,media-sharing"
com.de,parked
curved.de,information-tech
wiwiweb.de,"business,education"
gesetze-im-internet.de,"business,education"
macuser.de,information-tech
denic.de,"business,information-tech"
7-zip.de,"business,information-tech"
newsslash.com,"business,education,entertainment"
opengapps.org,"business,information-tech"
noelshack.com,"business,education,media-sharing"
codeproject.com,information-tech
sfgame.de,education
tele5.de,"business,entertainment"
royalgames.com,games
zeit.de,"education,news and media"
tipico.de,"gambling,sports"
schule-bw.de,education
chemgapedia.de,"business,education"
mathebibel.de,education
mindfactory.de,"business,shopping"
wortwuchs.net,"business,education"
uni-leipzig.de,"business,education"
fu-berlin.de,education
netzwelt.de,information-tech
bildung-rp.de,"business,education"
sparkasse-worms-alzey-ried.de,"business,economy and finance"
teamviewer.com,"business,information-tech"
connect.de,"business,information-tech"
bundesrat.de,"business,education"
iphone-ticker.de,"business,education,information-tech"
ford.de,vehicles
experto.de,"business,education,entertainment"
hardwareluxx.de,"business,education,information-tech"
motorradfrage.net,"business,education"
stadt-bremerhaven.de,"business,information-tech"
pdf2jpg.net,education
zeitblueten.com,"business,education"
matheboard.de,education
mathematik-oberstufe.de,education
jobcenter-ge.de,"business,education"
allgemeine-zeitung.de,"business,education"
softpedia.com,information-tech
matheguru.com,education
de.vu,"business,information-tech"
is.gd,business
gesis.org,"business,education"
atlassian.com,"business,information-tech"
wormser-zeitung.de,"business,education"
gutzitiert.de,"business,education"
uni-24.de,"business,education"
lpb-bw.de,education
hpd.de,education
musiker-board.de,"business,education"
app.link,"business,education"
bussgeldkatalog.de,"business,education"
english-subtitles.org,entertainment
wienerzeitung.at,education
hs-mittweida.de,education
arndt-bruenner.de,education
thomas-krenn.com,"business,information-tech"
coupoworld.com,"business,shopping"
kinderzeitmaschine.de,education
hs-worms.de,education
consumerfieldwork.de,"business,education"
mixcloud.com,"entertainment,streaming-media"
mandmdirect.com,shopping
ladbrokes.com,gambling
cocktaildatenbank.de,"alcohol and tobacco,food and recipes"
ojooo.com,"business,chat and messaging"
takko.com,shopping
sixt.de,travel
poco.de,shopping
livingathome.de,"business,food and recipes,shopping"
joyclub.de,adult
bijou-brigitte.com,shopping
forgeofempires.com,"business,games"
sweetamoris.de,"business,education,entertainment"
dawanda.com,shopping
c-and-a.com,business
rtl2.de,"education,entertainment"
anzeigen-lesen.de,"business,education"
spiele-for-free.de,games
1001spiele.de,games
creativ-discount.de,shopping
fetisch.de,adult
geers.de,business
wunderino.com,"gambling,games"
ew-energy-world.de,"business,education,shopping"
ergoquest4.com,parked
adsplash.de,"business,education"
scasino.com,"gambling,games"
vitreousworld.com,"business,education"
facebook.de,"business,social-networking"
momox.de,"business,shopping"
winner.com,"business,gambling,games"
medallia.eu,business
ergoquest3.eu,parked
playmillion.com,"business,gambling,games"
ao.de,"business,shopping"
maxda.de,"business,economy and finance"
kaeuferportal.de,"business,shopping"
deba-online.de,business
gasag.de,"business,education"
handyflash.de,"business,information-tech,shopping"
123lesespass.de,"business,entertainment"
lotto-bw.de,"business,gambling"
giordanoweine.de,"alcohol and tobacco,education,shopping"
karlsruhe.de,"business,education"
mujvyzkum.cz,"business,education"
1und1.de,"business,information-tech,shopping"
cadooz.com,business
cashbackdeals.de,"business,economy and finance"
meinungswelt.de,business
norisbank.de,"business,economy and finance"
o2online.de,shopping
researchbods.com,"business,education"
kostenlose-kreuzfahrt.de,travel
quoka.de,"business,shopping"
lidl.de,"business,shopping"
preis24.de,"business,education,information-tech"
deinhandy.de,"business,information-tech"
plus.de,"business,shopping"
santander.de,"business,economy and finance"
markt.de,"business,shopping"
unibet.de,"gambling,games"
karamba.com,"gambling,games"
ebaykleinanzeigen.de,shopping
albamoda.de,"business,shopping"
c-rewards.com,gambling
xtip.de,"business,sports"
vivaki-gmbh.de,"business,education"
vwfs.de,"business,economy and finance"
usp-forum.de,"information-tech,news and media"
bon-kredit.de,"business,economy and finance"
javk.de,"business,vehicles"
flip4new.de,"business,shopping"
viabuy.com,"business,economy and finance,shopping"
ao-huren.to,message-boards and forums
mycampaigns.de,business
immoverkauf24.de,"business,real-estate"
moderne-hausfrau.de,"business,shopping"
preis.info,"business,education,shopping"
kioskpresse.de,business
feelunique.com,shopping
lacoste.com,shopping
napster.com,"business,streaming-media"
viagogo.com,"business,entertainment,sports"
who.int,"business,education,health"
canada.ca,education
garmin.com,"business,shopping"
smarttechinsider.com,"business,education,news and media"
cineserie.com,entertainment
gsmchoice.com,"information-tech,news and media"
voyeurhit.com,adult
materiel.net,"business,information-tech,shopping"
porn.com,adult
collectorsquare.com,shopping
ucoin.net,"business,education"
xlovecam.com,"adult,business"
tnaflix.com,adult
upornia.com,adult
tubous.com,adult
king.com,"business,entertainment,games"
ogone.com,business
lexilogos.com,"education,translators"
ebay.ie,shopping
onesafesoftware.com,"business,information-tech"
reallifecam.com,"adult,business"
clipcake.com,adult
chrono24.de,"business,shopping"
ashemaletv.com,adult
igraal.com,"business,shopping"
maturetube.com,adult
chrono24.com,"business,shopping"
mileycyrus.com,business
artnet.com,"business,education"
holiday-weather.com,"education,news and media"
thequietus.com,"business,education,entertainment"
translated.net,"business,education,information-tech"
josephjoseph.com,"business,shopping"
shell.com,"business,education"
dailykos.com,"education,news and media"
eni.com,"business,education"
rome2rio.com,travel
tripadvisor.co.uk,travel
wizzair.com,travel
successfultogether.co.uk,business
allmusic.com,"entertainment,streaming-media"
thetrainline.com,travel
lonelyplanet.com,travel
airbnb.co.uk,travel
companieshouse.gov.uk,"business,education"
indiatimes.com,news and media
jamieoliver.com,"business,food and recipes"
oxforddictionaries.com,"business,education"
consequenceofsound.net,entertainment
marinetraffic.com,business
stagecoachbus.com,"business,entertainment"
panoramio.com,"business,education,news and media"
wmflabs.org,"business,education,information-tech"
reuters.com,"economy and finance,news and media"
glassdoor.co.uk,"business,job-related"
thetoptens.com,"business,education,entertainment"
mailplus.nl,business
nzherald.co.nz,"business,education,entertainment"
stuff.co.nz,"entertainment,news and media"
manualslib.com,"business,education"
advfn.com,economy and finance
fatsecret.co.uk,"business,education,health"
directferries.com,"business,shopping"
boots.com,"business,shopping"
rightmove.co.uk,"business,real-estate"
couchsurfing.com,"business,education"
zoopla.co.uk,real-estate
skyscanner.net,travel
seetickets.com,"business,entertainment"
tvlicensing.co.uk,"business,education"
nme.com,"business,entertainment"
brightside.me,"business,education,entertainment"
factmag.com,"education,entertainment,news and media"
awin1.com,business
utexas.edu,education
concursolutions.com,business
saas.gov.uk,"business,education"
globenewswire.com,"business,education"
plantbasednews.org,"business,education,entertainment"
exit.sc,"business,streaming-media"
worldofwarships.eu,"business,education,games"
startfenster.de,"business,education,news and media"
spielaffe.de,games
cbsi.com,"business,entertainment,news and media"
specialized.com,shopping
rossignol.com,shopping
wikiloc.com,"business,education"
